home_team,away_team,home_score,home_xg,home_penalty,away_score,away_xg,away_penalty,home_manager,home_captain,away_manager,away_captain,Attendance_match,Venue,Officials,Round,Date,Score,Referee,Notes,Host_match,Year,home_goal,away_goal,home_goal_long,away_goal_long,home_own_goal,away_own_goal,home_penalty_goal,away_penalty_goal,home_penalty_miss_long,away_penalty_miss_long,home_penalty_shootout_goal_long,away_penalty_shootout_goal_long,home_penalty_shootout_miss_long,away_penalty_shootout_miss_long,home_red_card,away_red_card,home_yellow_red_card,away_yellow_red_card,home_yellow_card_long,away_yellow_card_long,home_substitute_in_long,away_substitute_in_long,Host_wc,Teams,Champion,Runner-Up,TopScorrer,Attendance_wc,AttendanceAvg,Matches,Home Team Rank,Home Team Rank Points,Away Team Rank,Away Team Rank Points,Goal Difference,Home_Win,Rank Difference,Points Difference,Home Team Avg Age,Home Team Experience,Away Team Avg Age,Away Team Experience,Home Team Win Rate,Away Team Win Rate
Peru,Bulgaria,3,1.7,5.0,2,0.2,4.0,Didi,Héctor Chumpitaz,Stefan Bozhkov,Ivan Dimitrov,13765,"Nou Camp - Estadio Leï¿½n, Leon",Antonio Sbardella (Referee) · Abel Aguilar Elizalde (AR1) · Yoshiyuki Maruyama (AR2),Group stage,1970-06-02,3–2,Antonio Sbardella,Required Extra Time,Mexico,1970,Alberto Gallardo · 50|Héctor Chumpitaz · 55|Teófilo Cubillas · 73,Dinko Dermendzhiev · 13|Hristo Bonev · 49,"['50&rsquor;|1:2|Alberto Gallardo', '55&rsquor;|2:2|Héctor Chumpitaz', '73&rsquor;|3:2|Teófilo Cubillas']","['13&rsquor;|0:1|Dinko Dermendzhiev', '49&rsquor;|0:2|Hristo Bonev']",Javier Guzmán (OG) · 25,Roberto Perfumo (OG) · 35,Raoul Lambert (P) · 79,Johan Neeskens (P) · 5|Johan Neeskens (P) · 45,['45+1&rsquor;|0:0|Christian Cueva|Penalty Miss'],['120+2&rsquor;|1:1|Asamoah Gyan|Penalty Miss'],"['2|1:1|Manfred Kaltz', '4|2:2|Paul Breitner', '8|3:3|Pierre Littbarski', '10|4:4|Karl-Heinz Rummenigge', '12|5:4|Horst Hrubesch']","['1|0:1|Alain Giresse', '3|1:2|Manuel Amoros', '5|2:3|Dominique Rocheteau', '9|3:4|Michel Platini']",['6|2:3|Uli Stielike'],"['7|2:3|Didier Six', '11|4:4|Maxime Bossis']",Julio Montero Castillo · 69,Carlos Caszely · 67,Basil Gorgis · 52,Khalil Ghanim · 76,"['1&rsquor;|0:0|Gérson', '1&rsquor;|0:0|Tostão']",['1&rsquor;|0:0|Claes Cronqvist'],"['29&rsquor;|0:1|Javier González|for Eloy Campos', '51&rsquor;|1:2|Hugo Sotil|for Julio Baylón']","['59&rsquor;|2:2|Dimitar Marashliev', '73&rsquor;|3:2|Georgi Asparuhov|for Hristo Bonev']",Mexico,16,Brazil,Italy,Gerd Müller - 10,1603975,50124,32,23.0,1561.01,72.0,1335.36,1,1,49.0,225.6500000000001,28.956954288678073,68.88128897047824,25.466666666666665,63.4,0.6666666666666666,0.05263157894736842
Uruguay,Israel,2,1.7,5.0,0,0.2,4.0,Juan Hohberg,Pedro Rocha,Emmanuel Sheffer,Mordechai Spiegler,20654,"Cuauhtemoc, Puebla",Bob Davidson (Referee) · Ruedi Scheurer (AR1) · Seyoum Tarekegn (AR2),Group stage,1970-06-02,2–0,Bob Davidson,Required Extra Time,Mexico,1970,Ildo Maneiro · 23|Juan Mujica · 50,Dinko Dermendzhiev · 13|Hristo Bonev · 49,"['23&rsquor;|1:0|Ildo Maneiro', '50&rsquor;|2:0|Juan Mujica']","['13&rsquor;|0:1|Dinko Dermendzhiev', '49&rsquor;|0:2|Hristo Bonev']",Javier Guzmán (OG) · 25,Roberto Perfumo (OG) · 35,Raoul Lambert (P) · 79,Johan Neeskens (P) · 5|Johan Neeskens (P) · 45,['45+1&rsquor;|0:0|Christian Cueva|Penalty Miss'],['120+2&rsquor;|1:1|Asamoah Gyan|Penalty Miss'],"['2|1:1|Manfred Kaltz', '4|2:2|Paul Breitner', '8|3:3|Pierre Littbarski', '10|4:4|Karl-Heinz Rummenigge', '12|5:4|Horst Hrubesch']","['1|0:1|Alain Giresse', '3|1:2|Manuel Amoros', '5|2:3|Dominique Rocheteau', '9|3:4|Michel Platini']",['6|2:3|Uli Stielike'],"['7|2:3|Didier Six', '11|4:4|Maxime Bossis']",Julio Montero Castillo · 69,Carlos Caszely · 67,Basil Gorgis · 52,Khalil Ghanim · 76,"['1&rsquor;|0:0|Gérson', '1&rsquor;|0:0|Tostão']",['1&rsquor;|0:0|Claes Cronqvist'],['12&rsquor;|0:0|Julio César Cortés|for Pedro Rocha'],"['46&rsquor;|1:0|Shraga Bar|for Rachamim Talbi', '57&rsquor;|2:0|Yochanan Vollach|for Dani Shmulevich-Rom']",Mexico,16,Brazil,Italy,Gerd Müller - 10,1603975,50124,32,14.0,1638.71,76.0,1316.55,2,1,62.0,322.1600000000001,33.5,76.25,28.492987677269994,69.77102720516815,0.5757575757575758,0.0
Mexico,Soviet Union,0,1.7,5.0,0,0.2,4.0,Raul Cardenas,Gustavo Peña,Gavril Kachalin,Albert Shesternyov,107160,"Estadio Azteca, Mexico City",Kurt Tschenscher (Referee) · Keith Dunstan (AR1) · John Taylor (AR2),Group stage,1970-05-31,0–0,Kurt Tschenscher,Required Extra Time,Mexico,1970,Ildo Maneiro · 23|Juan Mujica · 50,Dinko Dermendzhiev · 13|Hristo Bonev · 49,"['23&rsquor;|1:0|Ildo Maneiro', '50&rsquor;|2:0|Juan Mujica']","['13&rsquor;|0:1|Dinko Dermendzhiev', '49&rsquor;|0:2|Hristo Bonev']",Javier Guzmán (OG) · 25,Roberto Perfumo (OG) · 35,Raoul Lambert (P) · 79,Johan Neeskens (P) · 5|Johan Neeskens (P) · 45,['45+1&rsquor;|0:0|Christian Cueva|Penalty Miss'],['120+2&rsquor;|1:1|Asamoah Gyan|Penalty Miss'],"['2|1:1|Manfred Kaltz', '4|2:2|Paul Breitner', '8|3:3|Pierre Littbarski', '10|4:4|Karl-Heinz Rummenigge', '12|5:4|Horst Hrubesch']","['1|0:1|Alain Giresse', '3|1:2|Manuel Amoros', '5|2:3|Dominique Rocheteau', '9|3:4|Michel Platini']",['6|2:3|Uli Stielike'],"['7|2:3|Didier Six', '11|4:4|Maxime Bossis']",Julio Montero Castillo · 69,Carlos Caszely · 67,Basil Gorgis · 52,Khalil Ghanim · 76,['1&rsquor;|0:0|Gustavo Peña'],"['1&rsquor;|0:0|Givi Nodia', '1&rsquor;|0:0|Gennady Logofet', '30&rsquor;|0:0|Kakhi Asatiani', '34&rsquor;|0:0|Evgeny Lovchev']",['67&rsquor;|0:0|Antonio Munguía|for Mario Velarde'],"['46&rsquor;|0:0|Anatoliy Puzach|for Viktor Serebryanikov', '66&rsquor;|0:0|Vitaliy Khmelnytskyi|for Givi Nodia']",Mexico,16,Brazil,Italy,Gerd Müller - 10,1603975,50124,32,13.0,1644.89,26.70138888888889,1580.2587962962964,0,0,13.70138888888889,64.6312037037037,27.11764705882353,75.88235294117646,28.492987677269994,69.77102720516815,0.4444444444444444,0.15384615384615385
England,West Germany,4,1.7,5.0,2,0.2,4.0,Alf Ramsey,Bobby Moore,Helmut Schoen,Uwe Seeler,96924,"Wembley Stadium, London",Gottfried Dienst (Referee) · Tofik Bakhramov (AR1) · Karol Galba (AR2),Final,1966-07-30,4–2,Gottfried Dienst,Required Extra Time,England,1966,Geoff Hurst · 18|Martin Peters · 78|Geoff Hurst · 101|Geoff Hurst · 120,Helmut Haller · 12|Wolfgang Weber · 89,"['18&rsquor;|1:1|Geoff Hurst', '78&rsquor;|2:1|Martin Peters', '101&rsquor;|3:2|Geoff Hurst', '120&rsquor;|4:2|Geoff Hurst']","['12&rsquor;|0:1|Helmut Haller', '89&rsquor;|2:2|Wolfgang Weber']",Javier Guzmán (OG) · 25,Roberto Perfumo (OG) · 35,Raoul Lambert (P) · 79,Johan Neeskens (P) · 5|Johan Neeskens (P) · 45,['45+1&rsquor;|0:0|Christian Cueva|Penalty Miss'],['120+2&rsquor;|1:1|Asamoah Gyan|Penalty Miss'],"['2|1:1|Manfred Kaltz', '4|2:2|Paul Breitner', '8|3:3|Pierre Littbarski', '10|4:4|Karl-Heinz Rummenigge', '12|5:4|Horst Hrubesch']","['1|0:1|Alain Giresse', '3|1:2|Manuel Amoros', '5|2:3|Dominique Rocheteau', '9|3:4|Michel Platini']",['6|2:3|Uli Stielike'],"['7|2:3|Didier Six', '11|4:4|Maxime Bossis']",Julio Montero Castillo · 69,Carlos Caszely · 67,Basil Gorgis · 52,Khalil Ghanim · 76,['1&rsquor;|0:0|Martin Peters'],"['1&rsquor;|0:0|Givi Nodia', '1&rsquor;|0:0|Gennady Logofet', '30&rsquor;|0:0|Kakhi Asatiani', '34&rsquor;|0:0|Evgeny Lovchev']",['67&rsquor;|0:0|Antonio Munguía|for Mario Velarde'],"['46&rsquor;|0:0|Anatoliy Puzach|for Viktor Serebryanikov', '66&rsquor;|0:0|Vitaliy Khmelnytskyi|for Givi Nodia']",England,16,England,West Germany,Eusébio - 9,1563135,48848,32,5.0,1728.47,26.70138888888889,1580.2587962962964,2,1,21.70138888888889,148.21120370370363,27.333333333333332,55.666666666666664,28.492987677269994,69.77102720516815,0.6,0.3888888888888889
Portugal,Soviet Union,2,1.7,5.0,1,0.2,4.0,Otto Gloria,Mário Coluna,Nikolai Morozov,Lev Yashin,87696,"Wembley Stadium, London",Kenneth Dagnall (Referee) · Kevin Howley (AR1) · Aly Hussein Kandil (AR2),Third-place match,1966-07-28,2–1,Kenneth Dagnall,Required Extra Time,England,1966,José Augusto Torres · 89,Eduard Malofeyev · 43,['89&rsquor;|2:1|José Augusto Torres'],['43&rsquor;|1:1|Eduard Malofeyev'],Javier Guzmán (OG) · 25,Roberto Perfumo (OG) · 35,Eusébio (P) · 12,Johan Neeskens (P) · 5|Johan Neeskens (P) · 45,['45+1&rsquor;|0:0|Christian Cueva|Penalty Miss'],['120+2&rsquor;|1:1|Asamoah Gyan|Penalty Miss'],"['2|1:1|Manfred Kaltz', '4|2:2|Paul Breitner', '8|3:3|Pierre Littbarski', '10|4:4|Karl-Heinz Rummenigge', '12|5:4|Horst Hrubesch']","['1|0:1|Alain Giresse', '3|1:2|Manuel Amoros', '5|2:3|Dominique Rocheteau', '9|3:4|Michel Platini']",['6|2:3|Uli Stielike'],"['7|2:3|Didier Six', '11|4:4|Maxime Bossis']",Julio Montero Castillo · 69,Carlos Caszely · 67,Basil Gorgis · 52,Khalil Ghanim · 76,['1&rsquor;|0:0|Martin Peters'],"['1&rsquor;|0:0|Givi Nodia', '1&rsquor;|0:0|Gennady Logofet', '30&rsquor;|0:0|Kakhi Asatiani', '34&rsquor;|0:0|Evgeny Lovchev']",['67&rsquor;|0:0|Antonio Munguía|for Mario Velarde'],"['46&rsquor;|0:0|Anatoliy Puzach|for Viktor Serebryanikov', '66&rsquor;|0:0|Vitaliy Khmelnytskyi|for Givi Nodia']",England,16,England,West Germany,Eusébio - 9,1563135,48848,32,9.0,1676.56,26.70138888888889,1580.2587962962964,1,1,17.70138888888889,96.30120370370355,34.0,78.0,28.492987677269994,69.77102720516815,0.7619047619047619,0.15384615384615385
England,Portugal,2,1.7,5.0,1,0.2,4.0,Alf Ramsey,Bobby Moore,Otto Gloria,Mário Coluna,94493,"Wembley Stadium, London",Pierre Schwinte (Referee) · Arturo Yamasaki Maldonado (AR1) · Konstantin Zecevic (AR2),Semi-finals,1966-07-26,2–1,Pierre Schwinte,Required Extra Time,England,1966,Bobby Charlton · 30|Bobby Charlton · 80,Eduard Malofeyev · 43,"['30&rsquor;|1:0|Bobby Charlton', '80&rsquor;|2:0|Bobby Charlton']",['43&rsquor;|1:1|Eduard Malofeyev'],Javier Guzmán (OG) · 25,Roberto Perfumo (OG) · 35,Eusébio (P) · 12,Eusébio (P) · 82,['45+1&rsquor;|0:0|Christian Cueva|Penalty Miss'],['120+2&rsquor;|1:1|Asamoah Gyan|Penalty Miss'],"['2|1:1|Manfred Kaltz', '4|2:2|Paul Breitner', '8|3:3|Pierre Littbarski', '10|4:4|Karl-Heinz Rummenigge', '12|5:4|Horst Hrubesch']","['1|0:1|Alain Giresse', '3|1:2|Manuel Amoros', '5|2:3|Dominique Rocheteau', '9|3:4|Michel Platini']",['6|2:3|Uli Stielike'],"['7|2:3|Didier Six', '11|4:4|Maxime Bossis']",Julio Montero Castillo · 69,Carlos Caszely · 67,Basil Gorgis · 52,Khalil Ghanim · 76,['1&rsquor;|0:0|Martin Peters'],"['1&rsquor;|0:0|Givi Nodia', '1&rsquor;|0:0|Gennady Logofet', '30&rsquor;|0:0|Kakhi Asatiani', '34&rsquor;|0:0|Evgeny Lovchev']",['67&rsquor;|0:0|Antonio Munguía|for Mario Velarde'],"['46&rsquor;|0:0|Anatoliy Puzach|for Viktor Serebryanikov', '66&rsquor;|0:0|Vitaliy Khmelnytskyi|for Givi Nodia']",England,16,England,West Germany,Eusébio - 9,1563135,48848,32,5.0,1728.47,9.0,1676.56,1,1,4.0,51.91000000000008,27.333333333333332,55.666666666666664,34.0,78.0,0.6,0.07142857142857142
West Germany,Soviet Union,2,1.7,5.0,1,0.2,4.0,Helmut Schoen,Uwe Seeler,Nikolai Morozov,Albert Shesternyov,38273,"Goodison Park, Liverpool",Concetto Lo Bello (Referee) · Jose Maria Codesal (AR1) · Juan Gardeazabal (AR2),Semi-finals,1966-07-25,2–1,Concetto Lo Bello,Required Extra Time,England,1966,Helmut Haller · 43|Franz Beckenbauer · 67,Valeriy Porkujan · 88,"['43&rsquor;|1:0|Helmut Haller', '67&rsquor;|2:0|Franz Beckenbauer']",['88&rsquor;|2:1|Valeriy Porkujan'],Javier Guzmán (OG) · 25,Roberto Perfumo (OG) · 35,Eusébio (P) · 12,Eusébio (P) · 82,['45+1&rsquor;|0:0|Christian Cueva|Penalty Miss'],['120+2&rsquor;|1:1|Asamoah Gyan|Penalty Miss'],"['2|1:1|Manfred Kaltz', '4|2:2|Paul Breitner', '8|3:3|Pierre Littbarski', '10|4:4|Karl-Heinz Rummenigge', '12|5:4|Horst Hrubesch']","['1|0:1|Alain Giresse', '3|1:2|Manuel Amoros', '5|2:3|Dominique Rocheteau', '9|3:4|Michel Platini']",['6|2:3|Uli Stielike'],"['7|2:3|Didier Six', '11|4:4|Maxime Bossis']",Julio Montero Castillo · 69,Igor Chislenko · 44,Basil Gorgis · 52,Khalil Ghanim · 76,['1&rsquor;|0:0|Franz Beckenbauer'],['1&rsquor;|0:0|Valery Voronin'],['67&rsquor;|0:0|Antonio Munguía|for Mario Velarde'],"['46&rsquor;|0:0|Anatoliy Puzach|for Viktor Serebryanikov', '66&rsquor;|0:0|Vitaliy Khmelnytskyi|for Givi Nodia']",England,16,England,West Germany,Eusébio - 9,1563135,48848,32,19.667444574095683,1632.737246207701,26.70138888888889,1580.2587962962964,1,1,7.033944314793207,52.478449911404596,28.956954288678073,68.88128897047824,28.492987677269994,69.77102720516815,0.631578947368421,0.15384615384615385
Portugal,Korea DPR,5,1.7,5.0,3,0.2,4.0,Otto Gloria,Mário Coluna,Rye Hyun Myung,Pak Seung-zin,40248,"Goodison Park, Liverpool",Menachem Ashkenazi (Referee) · Karol Galba (AR1) · Pierre Schwinte (AR2),Quarter-finals,1966-07-23,5–3,Menachem Ashkenazi,Required Extra Time,England,1966,Eusébio · 27|Eusébio · 56|José Augusto de Almeida · 80,Pak Seung-zin · 1|Li Dong-woon · 22|Yang Seung-kook · 25,"['27&rsquor;|1:3|Eusébio', '56&rsquor;|3:3|Eusébio', '80&rsquor;|5:3|José Augusto de Almeida']","['1&rsquor;|0:1|Pak Seung-zin', '22&rsquor;|0:2|Li Dong-woon', '25&rsquor;|0:3|Yang Seung-kook']",Javier Guzmán (OG) · 25,Roberto Perfumo (OG) · 35,Eusébio (P) · 43|Eusébio (P) · 59,Eusébio (P) · 82,['45+1&rsquor;|0:0|Christian Cueva|Penalty Miss'],['120+2&rsquor;|1:1|Asamoah Gyan|Penalty Miss'],"['2|1:1|Manfred Kaltz', '4|2:2|Paul Breitner', '8|3:3|Pierre Littbarski', '10|4:4|Karl-Heinz Rummenigge', '12|5:4|Horst Hrubesch']","['1|0:1|Alain Giresse', '3|1:2|Manuel Amoros', '5|2:3|Dominique Rocheteau', '9|3:4|Michel Platini']",['6|2:3|Uli Stielike'],"['7|2:3|Didier Six', '11|4:4|Maxime Bossis']",Julio Montero Castillo · 69,Igor Chislenko · 44,Basil Gorgis · 52,Khalil Ghanim · 76,['1&rsquor;|0:1|Mário Coluna'],['1&rsquor;|0:0|Valery Voronin'],['67&rsquor;|0:0|Antonio Munguía|for Mario Velarde'],"['46&rsquor;|0:0|Anatoliy Puzach|for Viktor Serebryanikov', '66&rsquor;|0:0|Vitaliy Khmelnytskyi|for Givi Nodia']",England,16,England,West Germany,Eusébio - 9,1563135,48848,32,9.0,1676.56,112.0,1169.96,2,1,103.0,506.5999999999999,34.0,78.0,28.492987677269994,69.77102720516815,0.7619047619047619,0.0
England,Argentina,1,1.7,5.0,0,0.2,4.0,Alf Ramsey,Bobby Moore,Juan Carlos Lorenzo,Antonio Rattín,90584,"Wembley Stadium, London",Rudolf Kreitlein (Referee) · Gottfried Dienst (AR1) · Istvan Zsolt (AR2),Quarter-finals,1966-07-23,1–0,Rudolf Kreitlein,Required Extra Time,England,1966,Geoff Hurst · 78,Pak Seung-zin · 1|Li Dong-woon · 22|Yang Seung-kook · 25,['78&rsquor;|1:0|Geoff Hurst'],"['1&rsquor;|0:1|Pak Seung-zin', '22&rsquor;|0:2|Li Dong-woon', '25&rsquor;|0:3|Yang Seung-kook']",Javier Guzmán (OG) · 25,Roberto Perfumo (OG) · 35,Eusébio (P) · 43|Eusébio (P) · 59,Eusébio (P) · 82,['45+1&rsquor;|0:0|Christian Cueva|Penalty Miss'],['120+2&rsquor;|1:1|Asamoah Gyan|Penalty Miss'],"['2|1:1|Manfred Kaltz', '4|2:2|Paul Breitner', '8|3:3|Pierre Littbarski', '10|4:4|Karl-Heinz Rummenigge', '12|5:4|Horst Hrubesch']","['1|0:1|Alain Giresse', '3|1:2|Manuel Amoros', '5|2:3|Dominique Rocheteau', '9|3:4|Michel Platini']",['6|2:3|Uli Stielike'],"['7|2:3|Didier Six', '11|4:4|Maxime Bossis']",Julio Montero Castillo · 69,Antonio Rattín · 35,Basil Gorgis · 52,Khalil Ghanim · 76,['1&rsquor;|0:1|Mário Coluna'],"['1&rsquor;|0:0|Antonio Rattín', '1&rsquor;|0:0|Jorge Solari', '1&rsquor;|0:0|Luis Artime']",['67&rsquor;|0:0|Antonio Munguía|for Mario Velarde'],"['46&rsquor;|0:0|Anatoliy Puzach|for Viktor Serebryanikov', '66&rsquor;|0:0|Vitaliy Khmelnytskyi|for Givi Nodia']",England,16,England,West Germany,Eusébio - 9,1563135,48848,32,5.0,1728.47,3.0,1773.88,1,1,-2.0,-45.41000000000008,27.333333333333332,55.666666666666664,21.0,59.0,0.6,0.1724137931034483
Soviet Union,Hungary,2,1.7,5.0,1,0.2,4.0,Nikolai Morozov,Albert Shesternyov,Lajos Baroti,Ferenc Sipos,26844,"Roker Park Ground, Sunderland",Juan Gardeazabal (Referee) · Jose Maria Codesal (AR1) · Joaquim Fernandes Campos (AR2),Quarter-finals,1966-07-23,2–1,Juan Gardeazabal,Required Extra Time,England,1966,Igor Chislenko · 5|Valeriy Porkujan · 46,Ferenc Bene · 57,"['5&rsquor;|1:0|Igor Chislenko', '46&rsquor;|2:0|Valeriy Porkujan']",['57&rsquor;|2:1|Ferenc Bene'],Javier Guzmán (OG) · 25,Roberto Perfumo (OG) · 35,Eusébio (P) · 43|Eusébio (P) · 59,Eusébio (P) · 82,['45+1&rsquor;|0:0|Christian Cueva|Penalty Miss'],['120+2&rsquor;|1:1|Asamoah Gyan|Penalty Miss'],"['2|1:1|Manfred Kaltz', '4|2:2|Paul Breitner', '8|3:3|Pierre Littbarski', '10|4:4|Karl-Heinz Rummenigge', '12|5:4|Horst Hrubesch']","['1|0:1|Alain Giresse', '3|1:2|Manuel Amoros', '5|2:3|Dominique Rocheteau', '9|3:4|Michel Platini']",['6|2:3|Uli Stielike'],"['7|2:3|Didier Six', '11|4:4|Maxime Bossis']",Julio Montero Castillo · 69,Antonio Rattín · 35,Basil Gorgis · 52,Khalil Ghanim · 76,['1&rsquor;|0:1|Mário Coluna'],"['1&rsquor;|0:0|Antonio Rattín', '1&rsquor;|0:0|Jorge Solari', '1&rsquor;|0:0|Luis Artime']",['67&rsquor;|0:0|Antonio Munguía|for Mario Velarde'],"['46&rsquor;|0:0|Anatoliy Puzach|for Viktor Serebryanikov', '66&rsquor;|0:0|Vitaliy Khmelnytskyi|for Givi Nodia']",England,16,England,West Germany,Eusébio - 9,1563135,48848,32,19.667444574095683,1632.737246207701,36.0,1492.2,1,1,16.332555425904317,140.53724620770095,28.956954288678073,68.88128897047824,27.866666666666667,68.2,0.7222222222222222,0.0
West Germany,Uruguay,4,1.7,5.0,0,0.2,4.0,Helmut Schoen,Uwe Seeler,Ondino Viera,Horacio Troche,40007,"Hillsborough, Sheffield",Jim Finney (Referee) · Aly Hussein Kandil (AR1) · Hugh Phillips (AR2),Quarter-finals,1966-07-23,4–0,Jim Finney,Required Extra Time,England,1966,Helmut Haller · 11|Franz Beckenbauer · 70|Uwe Seeler · 75|Helmut Haller · 83,Ferenc Bene · 57,"['11&rsquor;|1:0|Helmut Haller', '70&rsquor;|2:0|Franz Beckenbauer', '75&rsquor;|3:0|Uwe Seeler', '83&rsquor;|4:0|Helmut Haller']",['57&rsquor;|2:1|Ferenc Bene'],Javier Guzmán (OG) · 25,Roberto Perfumo (OG) · 35,Eusébio (P) · 43|Eusébio (P) · 59,Eusébio (P) · 82,['45+1&rsquor;|0:0|Christian Cueva|Penalty Miss'],['120+2&rsquor;|1:1|Asamoah Gyan|Penalty Miss'],"['2|1:1|Manfred Kaltz', '4|2:2|Paul Breitner', '8|3:3|Pierre Littbarski', '10|4:4|Karl-Heinz Rummenigge', '12|5:4|Horst Hrubesch']","['1|0:1|Alain Giresse', '3|1:2|Manuel Amoros', '5|2:3|Dominique Rocheteau', '9|3:4|Michel Platini']",['6|2:3|Uli Stielike'],"['7|2:3|Didier Six', '11|4:4|Maxime Bossis']",Julio Montero Castillo · 69,Horacio Troche · 49|Héctor Silva · 54,Basil Gorgis · 52,Khalil Ghanim · 76,['1&rsquor;|0:0|Wolfgang Weber'],['1&rsquor;|0:0|Héctor Silva'],['67&rsquor;|0:0|Antonio Munguía|for Mario Velarde'],"['46&rsquor;|0:0|Anatoliy Puzach|for Viktor Serebryanikov', '66&rsquor;|0:0|Vitaliy Khmelnytskyi|for Givi Nodia']",England,16,England,West Germany,Eusébio - 9,1563135,48848,32,19.667444574095683,1632.737246207701,14.0,1638.71,4,1,-5.667444574095683,-5.972753792299045,28.956954288678073,68.88128897047824,33.5,76.25,0.631578947368421,0.23076923076923078
England,France,2,1.7,5.0,0,0.2,4.0,Alf Ramsey,Bobby Moore,Henri Guerin,Marcel Artelesa,98270,"Wembley Stadium, London",Arturo Yamasaki Maldonado (Referee) · Karol Galba (AR1) · Dimitar Rumentchev (AR2),Group stage,1966-07-20,2–0,Arturo Yamasaki Maldonado,Required Extra Time,England,1966,Roger Hunt · 38|Roger Hunt · 75,Ferenc Bene · 57,"['38&rsquor;|1:0|Roger Hunt', '75&rsquor;|2:0|Roger Hunt']",['57&rsquor;|2:1|Ferenc Bene'],Javier Guzmán (OG) · 25,Roberto Perfumo (OG) · 35,Eusébio (P) · 43|Eusébio (P) · 59,Eusébio (P) · 82,['45+1&rsquor;|0:0|Christian Cueva|Penalty Miss'],['120+2&rsquor;|1:1|Asamoah Gyan|Penalty Miss'],"['2|1:1|Manfred Kaltz', '4|2:2|Paul Breitner', '8|3:3|Pierre Littbarski', '10|4:4|Karl-Heinz Rummenigge', '12|5:4|Horst Hrubesch']","['1|0:1|Alain Giresse', '3|1:2|Manuel Amoros', '5|2:3|Dominique Rocheteau', '9|3:4|Michel Platini']",['6|2:3|Uli Stielike'],"['7|2:3|Didier Six', '11|4:4|Maxime Bossis']",Julio Montero Castillo · 69,Horacio Troche · 49|Héctor Silva · 54,Basil Gorgis · 52,Khalil Ghanim · 76,['1&rsquor;|0:0|Nobby Stiles'],['1&rsquor;|0:0|Héctor Silva'],['67&rsquor;|0:0|Antonio Munguía|for Mario Velarde'],"['46&rsquor;|0:0|Anatoliy Puzach|for Viktor Serebryanikov', '66&rsquor;|0:0|Vitaliy Khmelnytskyi|for Givi Nodia']",England,16,England,West Germany,Eusébio - 9,1563135,48848,32,5.0,1728.47,4.0,1759.78,2,1,-1.0,-31.309999999999945,27.333333333333332,55.666666666666664,36.0,79.0,0.6,0.34285714285714286
Hungary,Bulgaria,3,1.7,5.0,1,0.2,4.0,Lajos Baroti,Ferenc Sipos,Rudolf Vytlacil,Boris Gaganelov,24129,"Old Trafford Stadium, Manchester",Roberto Goicoechea (Referee) · Juan Gardeazabal (AR1) · Jose Maria Codesal (AR2),Group stage,1966-07-20,3–1,Roberto Goicoechea,Required Extra Time,England,1966,Kálmán Mészöly · 45|Ferenc Bene · 54,Georgi Asparuhov · 15,"['45&rsquor;|2:1|Kálmán Mészöly', '54&rsquor;|3:1|Ferenc Bene']",['15&rsquor;|0:1|Georgi Asparuhov'],Ivan Davidov (OG) · 43,Roberto Perfumo (OG) · 35,Eusébio (P) · 43|Eusébio (P) · 59,Eusébio (P) · 82,['45+1&rsquor;|0:0|Christian Cueva|Penalty Miss'],['120+2&rsquor;|1:1|Asamoah Gyan|Penalty Miss'],"['2|1:1|Manfred Kaltz', '4|2:2|Paul Breitner', '8|3:3|Pierre Littbarski', '10|4:4|Karl-Heinz Rummenigge', '12|5:4|Horst Hrubesch']","['1|0:1|Alain Giresse', '3|1:2|Manuel Amoros', '5|2:3|Dominique Rocheteau', '9|3:4|Michel Platini']",['6|2:3|Uli Stielike'],"['7|2:3|Didier Six', '11|4:4|Maxime Bossis']",Julio Montero Castillo · 69,Horacio Troche · 49|Héctor Silva · 54,Basil Gorgis · 52,Khalil Ghanim · 76,['1&rsquor;|0:0|Nobby Stiles'],['1&rsquor;|0:0|Héctor Silva'],['67&rsquor;|0:0|Antonio Munguía|for Mario Velarde'],"['46&rsquor;|0:0|Anatoliy Puzach|for Viktor Serebryanikov', '66&rsquor;|0:0|Vitaliy Khmelnytskyi|for Givi Nodia']",England,16,England,West Germany,Eusébio - 9,1563135,48848,32,36.0,1492.2,72.0,1335.36,2,1,36.0,156.84000000000015,27.866666666666667,68.2,25.466666666666665,63.4,0.8333333333333334,0.05263157894736842
